dolum_id,dolum_baslangic,dolum_bitis,istasyon_kodu,tank_no,akaryakit_turu,dolum_oncesi_hacim,dolum_sonrasi_hacim,dolum_brut,dolum_net,sicaklik,merkeze_gelis_tarihi
171,2026-03-27 13:10:00,2026-03-27 13:26:00,IST_001,5,Motorin(Excellium),4273.98,9128.01,4894.1,4854.03,24.75,2026-03-27 19:30:00
172,2026-03-27 17:06:00,2026-03-27 17:27:00,IST_001,1,Motorin(Excellium),3504.81,11260.66,7797.99,7755.85,21.43,2026-03-27 23:30:00
173,2026-03-27 20:39:00,2026-03-27 20:45:00,IST_001,5,Motorin(Excellium),6437.22,18431.03,12127.35,11993.81,28.11,2026-03-28 00:00:00
174,2026-03-29 11:11:00,2026-03-29 11:18:00,IST_001,2,KB 95 Oktan Excellium,1608.59,5850.84,4286.44,4242.25,,
175,2026-03-29 12:39:00,2026-03-29 12:49:00,IST_001,1,Motorin(Excellium),3355.99,8077.7,4766.87,4721.71,26.28,2026-03-29 15:00:00
176,2026-03-29 17:03:00,2026-03-29 17:23:00,IST_001,3,Motorin(Excellium),1337.67,8110.83,6799.44,6773.16,19.6,2026-03-30 00:30:00
177,2026-03-30 00:04:00,2026-03-30 00:21:00,IST_001,1,Motorin(Excellium),5195.05,12791.01,7642.78,7595.96,22.29,2026-03-30 01:30:00
178,2026-03-30 01:38:00,2026-03-30 01:48:00,IST_001,5,Motorin(Excellium),5371.55,15091.29,9782.59,9719.74,22.65,
179,2026-03-30 15:06:00,2026-03-30 15:21:00,IST_001,4,KB 95 Oktan Excellium,3812.75,13601.7,9904.67,9788.95,24.74,2026-03-30 19:30:00
180,2026-03-31 16:06:00,2026-03-31 16:20:00,IST_001,1,Motorin(Excellium),5362.86,13241.4,7958.57,7878.54,26.97,2026-03-31 18:30:00
181,2026-03-31 22:31:00,2026-03-31 22:49:00,IST_001,5,Motorin(Excellium),5662.61,10287.73,4663.26,4625.12,24.74,2026-04-01 01:00:00
182,2026-01-03 10:31:00,2026-01-03 10:46:00,IST_002,2,KB 95 Oktan Excellium,1825.08,8214.36,6474.78,6389.28,26.0,
183,2026-01-03 10:35:00,2026-01-03 10:58:00,IST_002,5,Motorin(Excellium),6792.97,14757.06,8027.18,7964.09,24.36,2026-01-03 14:00:00
184,2026-01-03 11:03:00,2026-01-03 11:24:00,IST_002,1,Motorin(Excellium),3877.7,11862.63,8042.81,7984.93,,2026-01-03 17:30:00
185,2026-01-03 17:31:00,2026-01-03 17:45:00,IST_002,4,KB 95 Oktan Excellium,1498.48,5699.76,4260.46,4201.28,26.58,2026-01-03 21:00:00
186,2026-01-04 12:35:00,2026-01-04 12:54:00,IST_002,3,Motorin(Excellium),3966.59,16624.85,12765.42,12658.26,24.99,2026-01-04 18:00:00
187,2026-01-04 17:36:00,2026-01-04 17:51:00,IST_002,5,Motorin(Excellium),,13372.54,7915.82,7824.01,28.81,2026-01-04 21:00:00
188,2026-01-05 13:32:00,2026-01-05 13:48:00,IST_002,1,Motorin(Excellium),4207.02,8869.27,4703.7,4662.25,25.49,2026-01-05 18:00:00
189,2026-01-05 16:30:00,2026-01-05 16:55:00,IST_002,5,Motorin(Excellium),7053.18,19822.86,12900.41,12769.68,27.06,2026-01-05 20:00:00
190,2026-01-06 16:06:00,2026-01-06 16:24:00,IST_002,1,Motorin(Excellium),4474.24,9322.48,4870.64,4848.24,20.48,2026-01-06 21:30:00
191,2026-01-06 20:10:00,2026-01-06 20:23:00,IST_002,2,KB 95 Oktan Excellium,1542.35,7596.23,6130.66,6053.88,25.44,2026-01-06 22:30:00
192,2026-01-06 21:33:00,2026-01-06 21:53:00,IST_002,4,KB 95 Oktan Excellium,1222.32,5468.92,4315.76,4246.6,28.35,
193,2026-01-07 19:00:00,2026-01-07 19:27:00,IST_002,1,Motorin(Excellium),5212.93,14844.71,9725.73,9631.78,26.5,2026-01-08 00:30:00
194,2026-01-07 21:07:00,2026-01-07 21:18:00,IST_002,5,Motorin(Excellium),6693.73,14208.02,7594.89,7514.29,27.63,2026-01-07 23:30:00
195,2026-01-09 14:03:00,2026-01-09 14:27:00,IST_002,3,Motorin(Excellium),3274.72,7911.64,4684.9,4636.92,27.19,2026-01-09 18:30:00
196,2026-01-09 15:00:00,2026-01-09 15:26:00,IST_002,5,Motorin(Excellium),,14596.87,9326.64,9265.34,22.82,2026-01-09 17:30:00
197,2026-01-10 10:30:00,2026-01-10 10:54:00,IST_002,1,Motorin(Excellium),5228.61,17843.3,12693.76,12614.69,22.42,2026-01-10 12:00:00
198,2026-01-10 11:10:00,2026-01-10 11:21:00,IST_002,2,KB 95 Oktan Excellium,1755.98,8463.62,6752.73,6707.64,20.56,2026-01-10 16:30:00
199,2026-01-10 17:02:00,2026-01-10 17:20:00,IST_002,4,KB 95 Oktan Excellium,777.06,5546.32,4845.36,4769.26,28.09,2026-01-10 19:30:00
200,2026-01-10 18:36:00,2026-01-10 18:50:00,IST_002,5,Motorin(Excellium),5775.96,15216.66,9555.69,9440.7,29.33,2026-01-10 21:00:00
201,2026-01-11 10:34:00,2026-01-11 10:51:00,IST_002,3,Motorin(Excellium),3732.46,13722.03,10075.73,9989.57,25.18,2026-01-11 16:00:00
202,2026-01-12 14:06:00,2026-01-12 14:21:00,IST_002,5,Motorin(Excellium),3612.61,16080.14,12523.56,12467.53,20.33,2026-01-12 17:30:00
203,2026-01-13 12:04:00,2026-01-13 12:15:00,IST_002,1,Motorin(Excellium),5117.48,17477.76,12495.6,12360.28,27.89,2026-01-13 16:30:00
204,2026-01-13 18:07:00,2026-01-13 18:23:00,IST_002,4,KB 95 Oktan Excellium,1188.73,5393.75,4241.93,4205.02,,2026-01-13 20:30:00
205,2026-01-14 12:11:00,2026-01-14 12:18:00,IST_002,2,KB 95 Oktan Excellium,1432.38,8429.3,7095.08,6996.92,26.53,
206,2026-01-14 12:31:00,2026-01-14 12:54:00,IST_002,5,Motorin(Excellium),3505.09,8147.65,4692.58,4642.56,27.69,
207,2026-01-14 15:10:00,2026-01-14 15:18:00,IST_002,3,Motorin(Excellium),4755.51,9749.06,5022.9,4993.55,21.96,2026-01-14 19:30:00
208,2026-01-14 16:07:00,2026-01-14 16:15:00,IST_002,5,Motorin(Excellium),7554.2,17126.93,9652.61,9572.73,24.85,2026-01-14 20:30:00
209,2026-01-16 11:38:00,2026-01-16 11:49:00,IST_002,3,Motorin(Excellium),4424.45,12390.56,8059.58,7966.11,28.81,2026-01-16 14:00:00
210,2026-01-16 12:39:00,2026-01-16 12:45:00,IST_002,5,Motorin(Excellium),6296.06,16154.74,9961.54,9858.68,27.29,2026-01-16 16:00:00
211,2026-01-16 13:06:00,2026-01-16 13:25:00,IST_002,1,Motorin(Excellium),4985.49,17224.22,12378.08,12238.73,28.4,2026-01-16 15:30:00
212,2026-01-18 14:09:00,2026-01-18 14:18:00,IST_002,2,KB 95 Oktan Excellium,2023.92,8151.74,6229.19,6127.82,28.56,2026-01-18 20:30:00
213,2026-01-18 14:31:00,2026-01-18 14:58:00,IST_002,5,Motorin(Excellium),4294.5,9132.54,4899.91,4838.04,30.03,2026-01-18 22:00:00
214,2026-01-18 20:40:00,2026-01-18 20:56:00,IST_002,3,Motorin(Excellium),4679.65,14496.72,9941.13,9817.07,29.86,2026-01-19 02:00:00
215,2026-01-18 23:02:00,2026-01-18 23:16:00,IST_002,5,Motorin(Excellium),6474.92,11237.95,4820.27,4763.03,29.14,2026-01-19 01:30:00
216,2026-01-19 00:11:00,2026-01-19 00:22:00,IST_002,4,KB 95 Oktan Excellium,283.76,4950.8,4742.63,4667.04,28.28,2026-01-19 04:30:00
217,2026-01-19 18:38:00,2026-01-19 18:47:00,IST_002,1,Motorin(Excellium),4750.62,9728.71,5042.58,4978.09,30.22,2026-01-20 00:00:00
218,2026-01-19 20:07:00,2026-01-19 20:25:00,IST_002,5,Motorin(Excellium),5475.14,17535.49,12202.48,12060.35,28.87,2026-01-19 22:30:00
219,2026-01-20 17:36:00,2026-01-20 17:49:00,IST_002,1,Motorin(Excellium),5731.92,13557.8,7915.55,7825.88,28.49,2026-01-21 01:00:00
220,2026-01-21 20:32:00,2026-01-21 20:45:00,IST_002,5,Motorin(Excellium),6642.48,18704.82,12149.26,12062.34,23.52,
221,2026-01-21 22:04:00,2026-01-21 22:15:00,IST_002,4,KB 95 Oktan Excellium,1221.92,5517.32,4341.49,4295.4,23.85,
222,2026-01-22 13:09:00,2026-01-22 13:26:00,IST_002,2,KB 95 Oktan Excellium,1728.82,8288.64,6644.51,6559.82,25.62,2026-01-22 18:30:00
223,2026-01-22 18:05:00,2026-01-22 18:21:00,IST_002,1,Motorin(Excellium),5327.2,10072.82,4778.89,4745.62,23.29,2026-01-22 21:30:00
224,2026-01-22 19:32:00,2026-01-22 19:50:00,IST_002,5,Motorin(Excellium),,12958.96,4649.26,4649.26,,
225,2026-01-22 23:04:00,2026-01-22 23:21:00,IST_002,3,Motorin(Excellium),4644.23,16686.55,12175.28,12042.32,28.0,2026-01-23 04:30:00
226,2026-01-23 23:03:00,2026-01-23 23:16:00,IST_002,5,Motorin(Excellium),5711.37,15168.25,9553.83,9456.88,,2026-01-24 00:30:00
227,2026-01-23 23:39:00,2026-01-23 23:49:00,IST_002,1,Motorin(Excellium),5256.0,14590.07,9432.8,9334.07,,2026-01-24 03:00:00
228,2026-01-24 23:34:00,2026-01-24 23:58:00,IST_002,4,KB 95 Oktan Excellium,1385.26,5609.04,4288.57,4223.78,27.59,2026-01-25 04:00:00
229,2026-01-25 16:03:00,2026-01-25 16:28:00,IST_002,2,KB 95 Oktan Excellium,2566.11,8596.18,6138.91,6030.07,29.77,2026-01-25 17:30:00
230,2026-01-25 18:06:00,2026-01-25 18:23:00,IST_002,5,Motorin(Excellium),6255.95,13834.0,7657.9,7578.05,27.41,2026-01-25 20:30:00
231,2026-01-26 11:00:00,2026-01-26 11:24:00,IST_002,1,Motorin(Excellium),,12604.49,7916.34,7839.43,26.57,
232,2026-01-27 12:10:00,2026-01-27 12:24:00,IST_002,3,Motorin(Excellium),4381.22,9007.92,4683.3,4626.7,29.39,2026-01-27 19:30:00
233,2026-01-27 13:06:00,2026-01-27 13:16:00,IST_002,5,Motorin(Excellium),4123.55,13794.31,9768.33,9670.76,26.89,2026-01-27 16:30:00
234,2026-01-28 14:06:00,2026-01-28 14:27:00,IST_002,1,Motorin(Excellium),4292.41,13779.3,9598.75,9486.89,28.87,2026-01-28 21:30:00
235,2026-01-28 19:37:00,2026-01-28 19:56:00,IST_002,5,Motorin(Excellium),5980.55,15527.28,9662.22,9546.73,,
236,2026-01-28 23:34:00,2026-01-28 23:48:00,IST_002,3,Motorin(Excellium),4707.84,16777.32,12217.39,12069.48,29.41,2026-01-29 07:00:00
237,2026-01-29 16:00:00,2026-01-29 16:23:00,IST_002,4,KB 95 Oktan Excellium,1206.56,5773.41,4636.41,4566.85,27.5,2026-01-29 21:30:00
238,2026-01-29 17:39:00,2026-01-29 17:57:00,IST_002,2,KB 95 Oktan Excellium,1546.93,8125.41,6699.71,6578.48,30.08,2026-01-29 20:00:00
239,2026-01-30 11:37:00,2026-01-30 11:53:00,IST_002,1,Motorin(Excellium),5921.83,18825.77,13034.66,12903.94,26.94,2026-01-30 16:00:00
240,2026-01-30 15:31:00,2026-01-30 15:58:00,IST_002,5,Motorin(Excellium),5351.6,15299.89,10020.96,9948.29,23.63,2026-01-30 23:00:00
241,2026-02-01 00:38:00,2026-02-01 00:52:00,IST_002,5,Motorin(Excellium),5228.68,9994.43,4813.67,4765.75,26.85,
242,2026-02-01 13:37:00,2026-02-01 13:58:00,IST_002,5,Motorin(Excellium),7209.5,12180.04,4997.03,4970.54,21.31,2026-02-01 21:00:00
243,2026-02-01 15:36:00,2026-02-01 15:45:00,IST_002,3,Motorin(Excellium),5045.04,14679.74,9741.38,9634.7,28.04,2026-02-01 19:00:00
244,2026-02-02 12:00:00,2026-02-02 12:21:00,IST_002,4,KB 95 Oktan Excellium,944.43,5781.59,4907.97,4837.16,27.02,2026-02-02 14:30:00
245,2026-02-02 12:37:00,2026-02-02 12:55:00,IST_002,2,KB 95 Oktan Excellium,2544.15,8630.84,6147.71,6086.69,23.27,2026-02-02 18:00:00
246,2026-02-02 16:37:00,2026-02-02 16:45:00,IST_002,5,Motorin(Excellium),5301.25,14814.74,9630.83,9513.49,29.5,2026-02-02 18:00:00
247,2026-02-02 19:01:00,2026-02-02 19:25:00,IST_002,1,Motorin(Excellium),5672.39,13582.43,8005.17,7910.04,29.15,2026-02-02 20:30:00
248,2026-02-04 13:03:00,2026-02-04 13:15:00,IST_002,5,Motorin(Excellium),5288.79,13268.03,8047.83,7979.24,25.15,2026-02-04 20:30:00
249,2026-02-05 01:36:00,2026-02-05 01:54:00,IST_002,1,Motorin(Excellium),4578.51,16767.48,12302.33,12188.97,25.97,2026-02-05 09:00:00
250,2026-02-05 14:02:00,2026-02-05 14:23:00,IST_002,3,Motorin(Excellium),4418.64,12171.91,7799.4,7753.27,22.04,
251,2026-02-05 15:41:00,2026-02-05 15:45:00,IST_002,5,Motorin(Excellium),6553.72,15779.71,9321.84,9225.99,27.24,2026-02-05 23:00:00
252,2026-02-05 23:37:00,2026-02-05 23:56:00,IST_002,4,KB 95 Oktan Excellium,1601.54,5883.96,4353.87,4282.42,28.68,
253,2026-02-06 17:35:00,2026-02-06 17:51:00,IST_002,2,KB 95 Oktan Excellium,1794.44,7818.53,6116.67,6024.09,27.61,2026-02-07 00:00:00
254,2026-02-07 11:09:00,2026-02-07 11:25:00,IST_002,5,Motorin(Excellium),4154.5,11815.46,7742.92,7660.96,27.6,2026-02-07 16:30:00
255,2026-02-08 15:01:00,2026-02-08 15:18:00,IST_002,5,Motorin(Excellium),4604.16,16936.42,12470.57,12332.26,28.2,2026-02-08 17:30:00
256,2026-02-08 16:30:00,2026-02-08 16:47:00,IST_002,1,Motorin(Excellium),2601.96,10543.78,7990.99,7941.82,22.33,2026-02-09 00:00:00
257,2026-02-08 18:34:00,2026-02-08 18:50:00,IST_002,3,Motorin(Excellium),4571.7,9506.05,4991.11,4934.35,28.54,
258,2026-02-09 16:08:00,2026-02-09 16:18:00,IST_002,4,KB 95 Oktan Excellium,808.58,5598.05,4860.97,4789.47,27.26,2026-02-09 23:30:00
259,2026-02-09 22:04:00,2026-02-09 22:22:00,IST_002,1,Motorin(Excellium),4677.71,12278.3,7649.47,7600.59,22.61,2026-02-10 02:30:00
260,2026-02-09 23:06:00,2026-02-09 23:20:00,IST_002,2,KB 95 Oktan Excellium,2297.45,8335.16,6133.71,6037.71,28.04,
261,2026-02-10 12:00:00,2026-02-10 12:26:00,IST_002,5,Motorin(Excellium),6418.92,14317.56,7971.47,7898.64,,2026-02-10 15:30:00
262,2026-02-10 15:36:00,2026-02-10 15:53:00,IST_002,3,Motorin(Excellium),5207.66,14475.35,9321.51,9267.69,21.87,2026-02-10 17:00:00
263,2026-02-11 12:40:00,2026-02-11 12:46:00,IST_002,1,Motorin(Excellium),6034.06,18502.66,12570.77,12468.6,24.68,2026-02-11 19:00:00
264,2026-02-11 20:40:00,2026-02-11 20:45:00,IST_002,5,Motorin(Excellium),4380.53,17117.5,12854.14,12736.97,25.85,
265,2026-02-12 19:05:00,2026-02-12 19:19:00,IST_002,4,KB 95 Oktan Excellium,1510.6,5713.3,4245.92,4202.7,23.48,2026-02-12 20:30:00
266,2026-02-13 12:01:00,2026-02-13 12:20:00,IST_002,5,Motorin(Excellium),6762.92,14252.78,7559.71,7489.86,26.0,2026-02-13 13:30:00
267,2026-02-13 16:36:00,2026-02-13 16:56:00,IST_002,2,KB 95 Oktan Excellium,1835.4,6821.18,5043.63,4985.78,24.56,
268,2026-02-13 23:39:00,2026-02-13 23:53:00,IST_002,3,Motorin(Excellium),4675.42,9416.07,4765.15,4740.65,21.12,
269,2026-02-14 14:32:00,2026-02-14 14:53:00,IST_002,5,Motorin(Excellium),7601.12,12388.66,4837.95,4787.54,,2026-02-14 19:00:00
270,2026-02-14 16:01:00,2026-02-14 16:18:00,IST_002,1,Motorin(Excellium),,13215.12,8010.45,7970.49,20.94,2026-02-14 17:30:00
271,2026-02-15 13:32:00,2026-02-15 13:46:00,IST_002,5,Motorin(Excellium),6843.41,14290.28,7524.68,7446.87,27.31,2026-02-15 19:00:00
272,2026-02-15 14:38:00,2026-02-15 14:58:00,IST_002,4,KB 95 Oktan Excellium,1812.11,6042.9,4262.96,4230.79,21.29,2026-02-15 21:00:00
273,2026-02-15 18:39:00,2026-02-15 18:47:00,IST_002,2,KB 95 Oktan Excellium,2223.66,8254.62,6071.45,6030.96,20.56,2026-02-15 23:00:00
274,2026-02-15 20:34:00,2026-02-15 20:46:00,IST_002,3,Motorin(Excellium),4634.61,12218.79,7629.92,7584.18,22.14,2026-02-16 00:00:00
275,2026-02-16 11:01:00,2026-02-16 11:19:00,IST_002,1,Motorin(Excellium),5462.26,17747.55,12406.92,12285.29,26.67,2026-02-16 18:30:00
276,2026-02-16 22:11:00,2026-02-16 22:17:00,IST_002,5,Motorin(Excellium),5929.04,18110.11,12299.2,12181.07,26.43,2026-02-17 05:30:00
277,2026-02-18 10:31:00,2026-02-18 10:58:00,IST_002,3,Motorin(Excellium),,13088.87,7863.46,7841.31,18.35,2026-02-18 14:00:00
278,2026-02-18 16:11:00,2026-02-18 16:24:00,IST_002,5,Motorin(Excellium),7106.75,14916.21,7878.97,7809.46,25.5,2026-02-18 17:30:00
279,2026-02-19 00:33:00,2026-02-19 00:47:00,IST_002,2,KB 95 Oktan Excellium,2428.58,8445.17,6090.23,6016.59,25.08,2026-02-19 04:00:00
280,2026-02-19 10:41:00,2026-02-19 10:56:00,IST_002,4,KB 95 Oktan Excellium,,6028.73,4655.05,4636.77,18.27,2026-02-19 17:00:00
281,2026-02-19 16:05:00,2026-02-19 16:18:00,IST_002,1,Motorin(Excellium),3434.21,13391.41,9997.49,9957.2,,2026-02-19 20:30:00
282,2026-02-20 13:09:00,2026-02-20 13:21:00,IST_002,5,Motorin(Excellium),,9750.96,4819.16,4801.39,19.39,2026-02-20 20:30:00
283,2026-02-21 14:11:00,2026-02-21 14:27:00,IST_002,5,Motorin(Excellium),3669.08,8651.36,5018.17,4982.28,23.51,2026-02-21 19:30:00
284,2026-02-21 17:35:00,2026-02-21 17:58:00,IST_002,1,Motorin(Excellium),,12051.66,7531.75,7491.66,21.34,
285,2026-02-22 00:39:00,2026-02-22 00:46:00,IST_002,3,Motorin(Excellium),4289.82,16354.74,12100.16,12064.92,18.47,2026-02-22 06:00:00
286,2026-02-22 01:38:00,2026-02-22 01:56:00,IST_002,5,Motorin(Excellium),5463.87,10143.24,4717.45,4679.37,24.61,2026-02-22 05:00:00
287,2026-02-22 11:11:00,2026-02-22 11:24:00,IST_002,2,KB 95 Oktan Excellium,1872.66,8480.18,6632.87,6607.52,18.18,2026-02-22 12:30:00
288,2026-02-22 14:37:00,2026-02-22 14:55:00,IST_002,5,Motorin(Excellium),7371.95,12226.07,4899.15,4854.12,25.94,2026-02-22 20:00:00
289,2026-02-23 12:05:00,2026-02-23 12:22:00,IST_002,5,Motorin(Excellium),7218.53,14771.15,7612.88,7552.62,24.42,2026-02-23 13:30:00
290,2026-02-23 15:11:00,2026-02-23 15:16:00,IST_002,4,KB 95 Oktan Excellium,1590.03,5853.39,4292.24,4263.36,20.61,2026-02-23 18:30:00
291,2026-02-23 17:33:00,2026-02-23 17:57:00,IST_002,1,Motorin(Excellium),4680.54,9406.58,4770.59,4726.04,26.12,2026-02-23 23:00:00
292,2026-02-24 20:04:00,2026-02-24 20:23:00,IST_002,1,Motorin(Excellium),3756.46,15829.72,12172.75,12073.26,24.73,2026-02-24 23:30:00
293,2026-02-24 20:33:00,2026-02-24 20:53:00,IST_002,5,Motorin(Excellium),5668.27,10425.54,4777.2,4757.27,19.97,2026-02-25 04:00:00
294,2026-02-25 16:36:00,2026-02-25 16:49:00,IST_002,2,KB 95 Oktan Excellium,2489.42,7362.82,4931.51,4873.4,24.82,2026-02-25 23:00:00
295,2026-02-25 20:04:00,2026-02-25 20:28:00,IST_002,5,Motorin(Excellium),5108.68,12535.43,7449.35,7426.75,18.61,2026-02-25 22:30:00
296,2026-02-26 17:05:00,2026-02-26 17:21:00,IST_002,3,Motorin(Excellium),3239.7,15749.61,12608.0,12509.91,24.26,2026-02-26 21:30:00
297,2026-02-26 19:32:00,2026-02-26 19:46:00,IST_002,4,KB 95 Oktan Excellium,1516.91,5721.97,4248.58,4205.06,,2026-02-27 03:00:00
298,2026-02-27 01:04:00,2026-02-27 01:20:00,IST_002,5,Motorin(Excellium),6760.93,16159.71,9462.43,9398.78,23.01,2026-02-27 07:30:00
299,2026-02-27 17:32:00,2026-02-27 17:57:00,IST_002,1,Motorin(Excellium),4894.83,14620.1,9816.08,9725.27,26.01,2026-02-27 22:00:00
300,2026-02-28 11:33:00,2026-02-28 11:45:00,IST_002,5,Motorin(Excellium),7320.58,15044.93,7780.96,7724.35,23.66,2026-02-28 13:00:00
301,2026-03-01 00:08:00,2026-03-01 00:16:00,IST_002,2,KB 95 Oktan Excellium,2207.07,8269.72,6117.65,6062.65,,2026-03-01 04:30:00
302,2026-03-01 13:32:00,2026-03-01 13:55:00,IST_002,1,Motorin(Excellium),5965.62,15900.1,10005.4,9934.48,23.44,2026-03-01 21:00:00
303,2026-03-01 16:08:00,2026-03-01 16:26:00,IST_002,5,Motorin(Excellium),7082.02,16800.62,9792.69,9718.6,24.01,2026-03-01 23:30:00
304,2026-03-02 13:11:00,2026-03-02 13:18:00,IST_002,3,Motorin(Excellium),4676.82,14132.44,9523.71,9455.62,23.51,2026-03-02 17:30:00
305,2026-03-02 18:11:00,2026-03-02 18:26:00,IST_002,4,KB 95 Oktan Excellium,1186.47,5869.45,4734.58,4682.98,24.08,2026-03-02 23:30:00
306,2026-03-03 11:02:00,2026-03-03 11:17:00,IST_002,5,Motorin(Excellium),6590.76,16565.69,10034.97,9974.93,22.12,
307,2026-03-04 15:08:00,2026-03-04 15:23:00,IST_002,1,Motorin(Excellium),3599.9,11187.94,7639.0,7588.04,22.94,2026-03-04 20:30:00
308,2026-03-04 17:00:00,2026-03-04 17:23:00,IST_002,2,KB 95 Oktan Excellium,1615.15,6299.86,4725.96,4684.71,22.27,
309,2026-03-05 10:09:00,2026-03-05 10:21:00,IST_002,5,Motorin(Excellium),5050.25,17950.57,12962.53,12900.32,20.71,2026-03-05 11:30:00
310,2026-03-06 00:34:00,2026-03-06 00:51:00,IST_002,3,Motorin(Excellium),4302.57,9189.59,4918.26,4887.02,22.56,2026-03-06 03:00:00
311,2026-03-06 12:41:00,2026-03-06 12:48:00,IST_002,4,KB 95 Oktan Excellium,1416.99,5883.52,4505.46,4466.53,22.2,2026-03-06 19:00:00
312,2026-03-06 13:09:00,2026-03-06 13:16:00,IST_002,1,Motorin(Excellium),4842.83,12782.97,7990.91,7940.14,22.56,2026-03-06 14:30:00
313,2026-03-07 10:30:00,2026-03-07 10:47:00,IST_002,2,KB 95 Oktan Excellium,,8412.34,6551.25,6496.95,,2026-03-07 16:00:00
314,2026-03-07 13:00:00,2026-03-07 13:28:00,IST_002,3,Motorin(Excellium),4643.93,9429.23,4792.54,4785.3,16.8,2026-03-07 14:30:00
315,2026-03-07 13:02:00,2026-03-07 13:17:00,IST_002,5,Motorin(Excellium),,17197.38,12126.78,12032.03,24.3,2026-03-07 17:30:00
316,2026-03-08 14:05:00,2026-03-08 14:16:00,IST_002,1,Motorin(Excellium),4202.28,13656.47,9524.77,9454.19,23.82,2026-03-08 18:30:00
317,2026-03-09 11:34:00,2026-03-09 11:54:00,IST_002,5,Motorin(Excellium),5384.71,10110.2,4748.97,4725.49,20.89,2026-03-09 16:00:00
318,2026-03-09 16:11:00,2026-03-09 16:16:00,IST_002,3,Motorin(Excellium),4759.59,16824.85,12092.17,12065.26,17.65,
319,2026-03-10 11:35:00,2026-03-10 11:50:00,IST_002,4,KB 95 Oktan Excellium,1465.21,5968.97,4542.01,4503.76,22.02,2026-03-10 17:00:00
320,2026-03-10 13:09:00,2026-03-10 13:19:00,IST_002,5,Motorin(Excellium),4429.58,9317.13,4925.86,4887.55,24.26,2026-03-10 16:30:00
321,2026-03-10 15:37:00,2026-03-10 15:45:00,IST_002,1,Motorin(Excellium),,14672.64,9310.87,9288.93,17.8,
322,2026-03-10 20:33:00,2026-03-10 20:55:00,IST_002,5,Motorin(Excellium),5685.85,15468.76,9855.81,9782.91,23.81,2026-03-11 03:00:00
323,2026-03-11 15:31:00,2026-03-11 15:46:00,IST_002,2,KB 95 Oktan Excellium,1211.27,7715.67,6521.56,6504.4,17.19,2026-03-11 18:00:00
324,2026-03-12 13:30:00,2026-03-12 13:47:00,IST_002,5,Motorin(Excellium),7567.41,12442.0,4888.35,4874.59,18.35,
325,2026-03-13 10:39:00,2026-03-13 10:58:00,IST_002,5,Motorin(Excellium),5847.97,18287.98,12471.07,12440.01,17.97,2026-03-13 12:00:00
326,2026-03-13 16:35:00,2026-03-13 16:52:00,IST_002,1,Motorin(Excellium),3843.22,16534.12,12811.68,12690.9,26.22,
327,2026-03-13 19:01:00,2026-03-13 19:28:00,IST_002,4,KB 95 Oktan Excellium,1395.62,5707.91,4328.46,4312.29,18.11,2026-03-14 01:30:00
328,2026-03-14 12:33:00,2026-03-14 12:50:00,IST_002,3,Motorin(Excellium),3798.44,11773.45,8026.37,7975.01,22.62,2026-03-14 20:00:00
329,2026-03-15 01:37:00,2026-03-15 01:47:00,IST_002,2,KB 95 Oktan Excellium,1984.96,8050.6,6115.53,6065.64,21.8,2026-03-15 08:00:00
330,2026-03-15 10:07:00,2026-03-15 10:24:00,IST_002,5,Motorin(Excellium),6286.75,15814.64,9576.83,9527.89,21.08,2026-03-15 11:30:00
331,2026-03-16 13:02:00,2026-03-16 13:24:00,IST_002,1,Motorin(Excellium),4007.88,16332.08,12396.58,12324.2,21.95,2026-03-16 18:30:00
332,2026-03-16 13:36:00,2026-03-16 13:45:00,IST_002,5,Motorin(Excellium),7372.13,12190.61,4841.27,4818.48,20.6,2026-03-16 17:00:00
333,2026-03-17 11:41:00,2026-03-17 11:48:00,IST_002,3,Motorin(Excellium),4160.76,13636.17,9479.22,9475.41,15.48,2026-03-17 16:00:00
334,2026-03-17 11:41:00,2026-03-17 11:51:00,IST_002,4,KB 95 Oktan Excellium,1284.75,5939.24,4707.0,4654.49,24.3,2026-03-17 16:00:00
335,2026-03-17 15:36:00,2026-03-17 15:55:00,IST_002,5,Motorin(Excellium),5606.5,10378.45,4798.42,4771.95,21.57,2026-03-17 19:00:00
336,2026-03-17 18:02:00,2026-03-17 18:20:00,IST_002,3,Motorin(Excellium),12813.34,12813.34,3407.66,3407.66,,
337,2026-03-18 14:35:00,2026-03-18 14:46:00,IST_002,2,KB 95 Oktan Excellium,1426.4,8027.61,6662.11,6601.21,22.62,2026-03-18 16:00:00
338,2026-03-18 15:11:00,2026-03-18 15:23:00,IST_002,5,Motorin(Excellium),4704.56,14298.55,9660.68,9593.99,23.22,2026-03-18 17:30:00
339,2026-03-19 15:35:00,2026-03-19 15:46:00,IST_002,1,Motorin(Excellium),3637.57,13132.96,9523.27,9495.39,18.49,2026-03-19 22:00:00
340,2026-03-19 19:04:00,2026-03-19 19:24:00,IST_002,5,Motorin(Excellium),5969.06,10655.88,4725.51,4686.82,24.75,2026-03-19 20:30:00
341,2026-03-20 12:37:00,2026-03-20 12:54:00,IST_002,5,Motorin(Excellium),7316.69,15199.07,7944.95,7882.38,24.38,2026-03-20 18:00:00
342,2026-03-20 19:11:00,2026-03-20 19:25:00,IST_002,3,Motorin(Excellium),3794.54,15909.09,12191.59,12114.55,22.52,2026-03-21 02:30:00
